e2e4 c7c5 g1f3 e7e6 d2d4 c5d4 f3d4 a7a6 f1d3 g8f6                                                                                                          : ....3 467 moves, avg. D35, 018 counts/move
e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 a7a6 c1g5 e7e6 f2f4 d8b6 d1d2 b6b2 a1b1 b2a3 e4e5 d6e5 f4e5 h7h6 g5h4 g7g5 h4g3 f6h5                          : .......45 moves, avg. D02, 001 counts/move
e2e4 c7c5 g1f3 b8c6 d2d4 c5d4 f3d4 e7e5 d4b5 d7d6 c2c4                                                                                                     : ......199 moves, avg. D30, 013 counts/move
e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 a7a6 c1e3 e7e5 d4b3 c8e6 f2f3 h7h5 d1d2 b8d7 c3d5 f6d5 e4d5 e6f5                                              : ...10 983 moves, avg. D34, 027 counts/move
e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 a7a6 c1e3 e7e5 d4b3 c8e6 f2f3 f8e7 d1d2 e8g8 e1c1 b8d7 g2g4 b7b5 a2a3                                         : ...25 140 moves, avg. D40, 083 counts/move
e2e4 e7e5 f1c4 g8f6 d2d4 e5d4 g1f3 f6e4 d1d4 e4f6                                                                                                          : .......56 moves, avg. D01, 001 counts/move
e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 d2d3 d7d6 c2c3 g7g6                                                                                                : ....5 661 moves, avg. D37, 016 counts/move
e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 e8g8 c2c3 d7d5 e4d5 f6d5 f3e5 c6e5 e1e5 c7c6 e5e1 e7d6 d2d4 d8h4 g2g3 h4h3 e1e4           : ...12 796 moves, avg. D43, 049 counts/move
d2d4 g8f6 c1g5 f6e4                                                                                                                                        : ....2 496 moves, avg. D35, 020 counts/move
d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c4d5 e6d5 c1g5 c7c6 d1c2 f8e7 e2e3 b8d7 f1d3 e8g8 g1e2 f8e8 e1c1 b7b5                                                        : ......697 moves, avg. D34, 015 counts/move
g1f3 d7d5 d2d4 g8f6 c2c4 c7c6 b1c3 d5c4 a2a4 c8f5 e2e3                                                                                                     : .......92 moves, avg. D20, 013 counts/move
g1f3 d7d5 d2d4 g8f6 c2c4 c7c6 b1c3 d5c4 a2a4 c8f5 f3e5                                                                                                     : ......701 moves, avg. D34, 017 counts/move
d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 g2g3 f8b4                                                                                                                    : 1 000 000 moves, avg. D35, 040 counts/move
e2e4 e7e5 f2f4 e5f4 f1c4                                                                                                                                   : ......444 moves, avg. D28, 022 counts/move
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 d2d3 f8c5 c2c3 e8g8 e1g1 d7d6 f1e1 a7a5 c1g5 c5a7 b1d2 h7h6 g5h4                                                             : ...12 463 moves, avg. D50, 026 counts/move
g2g3 d7d5 g1f3 g8f6 f1g2 e7e6 c2c4 f8e7 d2d4 e8g8 e1g1 c7c6                                                                                                : ....2 100 moves, avg. D43, 017 counts/move
