e2e4 c7c5 g1f3 e7e6 d2d4 c5d4 f3d4 a7a6 f1d3 g8f6                                                                                                          : ......351 moves, avg. D29, 078 counts/move
e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 a7a6 c1g5 e7e6 f2f4 d8b6 d1d2 b6b2 a1b1 b2a3 e4e5 d6e5 f4e5 h7h6 g5h4 g7g5 h4g3 f6h5                          : .......44 moves, avg. D01, 001 counts/move
e2e4 c7c5 g1f3 b8c6 d2d4 c5d4 f3d4 e7e5 d4b5 d7d6 c2c4                                                                                                     : .......69 moves, avg. D13, 031 counts/move
e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 a7a6 c1e3 e7e5 d4b3 c8e6 f2f3 h7h5 d1d2 b8d7 c3d5 f6d5 e4d5 e6f5                                              : .......11 moves, avg. D16, 044 counts/move
e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 a7a6 c1e3 e7e5 d4b3 c8e6 f2f3 f8e7 d1d2 e8g8 e1c1 b8d7 g2g4 b7b5 a2a3                                         : ......362 moves, avg. D26, 091 counts/move
e2e4 e7e5 f1c4 g8f6 d2d4 e5d4 g1f3 f6e4 d1d4 e4f6                                                                                                          : .......87 moves, avg. D25, 062 counts/move
e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 d2d3 d7d6 c2c3 g7g6                                                                                                : .......35 moves, avg. D07, 010 counts/move
e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 e8g8 c2c3 d7d5 e4d5 f6d5 f3e5 c6e5 e1e5 c7c6 e5e1 e7d6 d2d4 d8h4 g2g3 h4h3 e1e4           : .......42 moves, avg. D11, 010 counts/move
d2d4 g8f6 c1g5 f6e4                                                                                                                                        : ....2 153 moves, avg. D38, 088 counts/move
d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c4d5 e6d5 c1g5 c7c6 d1c2 f8e7 e2e3 b8d7 f1d3 e8g8 g1e2 f8e8 e1c1 b7b5                                                        : .......42 moves, avg. D01, 001 counts/move
g1f3 d7d5 d2d4 g8f6 c2c4 c7c6 b1c3 d5c4 a2a4 c8f5 e2e3                                                                                                     : ....2 538 moves, avg. D07, 109 counts/move
g1f3 d7d5 d2d4 g8f6 c2c4 c7c6 b1c3 d5c4 a2a4 c8f5 f3e5                                                                                                     : ....9 416 moves, avg. D41, 106 counts/move
d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 g2g3 f8b4                                                                                                                    : ..159 171 moves, avg. D35, 074 counts/move
e2e4 e7e5 f2f4 e5f4 f1c4                                                                                                                                   : ......249 moves, avg. D30, 083 counts/move
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 d2d3 f8c5 c2c3 e8g8 e1g1 d7d6 f1e1 a7a5 c1g5 c5a7 b1d2 h7h6 g5h4                                                             : .......36 moves, avg. D01, 001 counts/move
g2g3 d7d5 g1f3 g8f6 f1g2 e7e6 c2c4 f8e7 d2d4 e8g8 e1g1 c7c6                                                                                                : ....6 018 moves, avg. D35, 074 counts/move
e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 f3g5 d7d5 e4d5 f6d5 g5f7 e8f7 d1f3 f7e6 b1c3 c6b4                                                                            : .......62 moves, avg. D19, 039 counts/move
e2e4 e7e6 d2d4 d7d5 b1c3 f8b4 e4e5 c7c5 a2a3 b4c3 b2c3 g8e7                                                                                                : ...24 096 moves, avg. D65, 108 counts/move
e2e4 e7e6 d2d4 d7d5 b1c3 g8f6 c1g5 f8e7 e4e5 f6d7 h2h4 e7g5 h4g5 d8g5                                                                                      : .......87 moves, avg. D19, 054 counts/move
e2e4 e7e6 d2d4 d7d5 b1c3 g8f6 c1g5 f8e7 e4e5 f6d7 h2h4 h7h6                                                                                                : .......57 moves, avg. D18, 040 counts/move
e2e4 c7c6 d2d4 d7d5 e4e5 c6c5                                                                                                                              : ......470 moves, avg. D26, 104 counts/move
e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 e7e6 f2f4 b8c6                                                                                                : ...10 471 moves, avg. D28, 102 counts/move
e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 a7a6 c1e3 e7e5 d4b3 c8e6 h2h3 b8d7 g2g4 h7h6                                                                  : ......559 moves, avg. D25, 096 counts/move
e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 a7a6 c1e3 e7e5 d4b3 c8e6 f2f3 h7h5 d1d2 b8d7 c3d5 e6d5 e4d5 f8e7                                              : .......44 moves, avg. D04, 014 counts/move
e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 a7a6 c1e3 e7e5 d4b3 c8e6 f2f3 f8e7 d1d2 e8g8 e1c1 b8d7 g2g4 b7b5 g4g5 b5b4 g5f6                               : .......79 moves, avg. D10, 041 counts/move
